Year,MJJA,NTREND2015,upper2sigma,lower2sigma,,MJJAspl20,NTREND2015spl20,upper2sigma,lower2sigma
1869,-0.027,-0.7551,-8.16E-03,-1.502,,-0.0732,-0.6276,-0.442,-0.8132
1870,0.1503,-0.6144,0.1325,-1.3613,,-0.0629,-0.6066,-0.421,-0.7921
1871,-0.3671,-0.7863,-0.0394,-1.5333,,-0.0577,-0.5794,-0.3938,-0.765
1872,0.2335,-0.5362,0.2107,-1.2831,,-0.0577,-0.5467,-0.3612,-0.7323
1873,-0.0508,-0.4112,0.3358,-1.1581,,-0.0636,-0.5106,-0.325,-0.6962
1874,-0.2899,-0.6144,0.1325,-1.3613,,-0.0752,-0.473,-0.2874,-0.6586
1875,0.0556,-0.4112,0.3358,-1.1581,,-0.0918,-0.4357,-0.2501,-0.6213
1876,-0.0422,-0.5362,0.2107,-1.2831,,-0.1138,-0.401,-0.2154,-0.5865
1877,-0.1635,-0.3174,0.4296,-1.0643,,-0.1412,-0.3715,-0.1859,-0.5571
1878,0.0681,0.0734,0.8204,-0.6735,,-0.1728,-0.3507,-0.1651,-0.5363
1879,-0.4277,-0.2079,0.539,-0.9549,,-0.2076,-0.3411,-0.1556,-0.5267
1880,6.48E-03,-0.2548,0.4921,-1.0018,,-0.2431,-0.3424,-0.1568,-0.5279
1881,-0.3873,-0.3799,0.367,-1.1268,,-0.2776,-0.3522,-0.1666,-0.5378
1882,-0.2527,-0.1923,0.5546,-0.9392,,-0.308,-0.3677,-0.1821,-0.5533
1883,-0.2293,-0.4581,0.2889,-1.205,,-0.3318,-0.3858,-0.2002,-0.5714
1884,-0.8038,-0.8645,-0.1176,-1.6114,,-0.3461,-0.4023,-0.2167,-0.5878
1885,-0.7163,-0.4424,0.3045,-1.1894,,-0.3477,-0.414,-0.2284,-0.5995
1886,-0.2586,-0.0985,0.6484,-0.8454,,-0.3371,-0.4208,-0.2353,-0.6064
1887,-0.1403,-0.6613,0.0856,-1.4082,,-0.3176,-0.4233,-0.2377,-0.6089
1888,-0.6021,-0.6144,0.1325,-1.3613,,-0.2926,-0.42,-0.2344,-0.6056
1889,0.1655,-0.2236,0.5234,-0.9705,,-0.2643,-0.4111,-0.2255,-0.5967
1890,-0.1275,-0.4581,0.2889,-1.205,,-0.2363,-0.3979,-0.2124,-0.5835
1891,-0.3987,-0.3799,0.367,-1.1268,,-0.2096,-0.3811,-0.1955,-0.5667
1892,-0.3119,-0.4581,0.2889,-1.205,,-0.184,-0.3613,-0.1757,-0.5469
1893,-0.1599,-0.4424,0.3045,-1.1894,,-0.1607,-0.3395,-0.1539,-0.5251
1894,0.039,-0.3486,0.3983,-1.0956,,-0.142,-0.3173,-0.1318,-0.5029
1895,-0.2392,-0.0672,0.6797,-0.8142,,-0.1301,-0.2975,-0.1119,-0.483
1896,-0.0144,-0.3017,0.4452,-1.0487,,-0.1262,-0.2825,-0.0969,-0.468
1897,0.2245,-0.0516,0.6953,-0.7985,,-0.1317,-0.2735,-0.0879,-0.4591
1898,-0.0925,-0.2236,0.5234,-0.9705,,-0.1471,-0.2712,-0.0856,-0.4568
1899,-0.476,-0.4737,0.2732,-1.2206,,-0.1699,-0.2746,-0.089,-0.4602
1900,-0.0185,-0.2861,0.4608,-1.033,,-0.1975,-0.2825,-0.0969,-0.468
1901,0.3682,-4.71E-03,0.7422,-0.7516,,-0.2288,-0.2948,-0.1092,-0.4804
1902,-0.9135,-0.4737,0.2732,-1.2206,,-0.261,-0.3114,-0.1258,-0.497
1903,-0.657,-0.2861,0.4608,-1.033,,-0.2883,-0.3305,-0.1449,-0.5161
1904,-0.3921,-0.3799,0.367,-1.1268,,-0.3088,-0.3509,-0.1653,-0.5365
1905,-0.2128,-0.4424,0.3045,-1.1894,,-0.324,-0.3714,-0.1858,-0.5569
1906,0.1911,-0.333,0.4139,-1.0799,,-0.3365,-0.3909,-0.2053,-0.5764
1907,-0.8192,-0.5988,0.1482,-1.3457,,-0.3476,-0.4088,-0.2233,-0.5944
1908,-0.2806,-0.333,0.4139,-1.0799,,-0.3554,-0.4247,-0.2392,-0.6103
1909,-0.4356,-0.161,0.5859,-0.908,,-0.3604,-0.439,-0.2535,-0.6246
1910,-0.2006,-0.5519,0.1951,-1.2988,,-0.3634,-0.4514,-0.2658,-0.637
1911,3.04E-03,-0.2236,0.5234,-0.9705,,-0.3652,-0.4598,-0.2742,-0.6454
1912,-0.6372,-0.8176,-0.0707,-1.5645,,-0.3652,-0.462,-0.2764,-0.6476
1913,-0.625,-0.6769,0.07,-1.4238,,-0.3606,-0.4549,-0.2693,-0.6405
1914,-0.1759,-0.4737,0.2732,-1.2206,,-0.3501,-0.4378,-0.2522,-0.6234
1915,-0.394,-0.3486,0.3983,-1.0956,,-0.3343,-0.4119,-0.2264,-0.5975
1916,-0.4117,-0.333,0.4139,-1.0799,,-0.3133,-0.3792,-0.1936,-0.5648
1917,-0.2878,-0.5206,0.2263,-1.2675,,-0.2874,-0.341,-0.1554,-0.5265
1918,-0.6216,-0.4424,0.3045,-1.1894,,-0.2574,-0.2985,-0.1129,-0.4841
1919,-0.2886,-0.1454,0.6015,-0.8923,,-0.2254,-0.2544,-0.0689,-0.44
1920,0.1625,-4.71E-03,0.7422,-0.7516,,-0.1954,-0.2124,-0.0268,-0.398
1921,0.3608,0.0266,0.7735,-0.7204,,-0.1722,-0.1753,0.0103,-0.3608
1922,-0.0501,-0.2236,0.5234,-0.9705,,-0.1573,-0.144,0.0416,-0.3295
1923,-0.3203,-0.1923,0.5546,-0.9392,,-0.1482,-0.118,0.0676,-0.3036
1924,-0.2196,0.0891,0.836,-0.6578,,-0.1409,-0.0972,0.0884,-0.2828
1925,-0.0333,-0.036,0.7109,-0.7829,,-0.1325,-0.0816,0.104,-0.2671
1926,-0.3965,-0.1298,0.6171,-0.8767,,-0.1208,-0.0701,0.1155,-0.2556
1927,-0.0744,-0.1141,0.6328,-0.8611,,-0.1036,-0.0611,0.1245,-0.2467
1928,-0.3525,-0.0203,0.7266,-0.7673,,-0.0801,-0.0535,0.1321,-0.2391
1929,-0.2624,-0.3017,0.4452,-1.0487,,-0.0504,-0.0465,0.1391,-0.2321
1930,0.1546,0.433,1.1799,-0.3139,,-0.0165,-0.0396,0.146,-0.2252
1931,0.2363,-0.2236,0.5234,-0.9705,,0.0181,-0.0331,0.1525,-0.2186
1932,0.0425,-0.2079,0.539,-0.9549,,0.0507,-0.025,0.1606,-0.2105
1933,-0.0254,-4.71E-03,0.7422,-0.7516,,0.0806,-0.014,0.1716,-0.1996
1934,0.1594,-0.036,0.7109,-0.7829,,0.1071,-4.20E-04,0.1852,-0.186
1935,-0.1398,0.0891,0.836,-0.6578,,0.129,0.0152,0.2008,-0.1704
1936,0.423,-0.0516,0.6953,-0.7985,,0.1447,0.0323,0.2179,-0.1533
1937,0.3713,0.1516,0.8985,-0.5953,,0.1515,0.0504,0.236,-0.1351
1938,0.2939,0.1203,0.8673,-0.6266,,0.1483,0.0691,0.2546,-0.1165
1939,0.2606,0.1516,0.8985,-0.5953,,0.1361,0.0882,0.2737,-0.0974
1940,0.0671,-0.0516,0.6953,-0.7985,,0.1176,0.1083,0.2939,-0.0773
1941,-0.0617,-0.0203,0.7266,-0.7673,,0.0963,0.1303,0.3159,-0.0553
1942,-0.1541,0.1829,0.9298,-0.564,,0.0754,0.1539,0.3394,-0.0317
1943,0.201,0.2454,0.9923,-0.5015,,0.0566,0.1774,0.363,-8.14E-03
1944,0.0963,0.1829,0.9298,-0.564,,0.0399,0.1995,0.3851,0.0139
1945,-0.0831,0.261,1.008,-0.4859,,0.0264,0.219,0.4046,0.0334
1946,-0.1038,0.4486,1.1956,-0.2983,,0.0171,0.2351,0.4206,0.0495
1947,-0.1517,-0.0516,0.6953,-0.7985,,0.0125,0.2473,0.4329,0.0617
1948,0.2553,0.4799,1.2268,-0.267,,0.0119,0.2563,0.4419,0.0707
1949,-0.1032,-0.0829,0.664,-0.8298,,0.0136,0.2614,0.447,0.0758
1950,-0.1455,0.4955,1.2425,-0.2514,,0.0169,0.2625,0.448,0.0769
1951,0.0389,0.3392,1.0861,-0.4077,,0.0208,0.2577,0.4433,0.0722
1952,0.1168,0.1829,0.9298,-0.564,,0.0229,0.2466,0.4322,0.061
1953,0.3937,0.2923,1.0392,-0.4546,,0.0207,0.2293,0.4148,0.0437
1954,-0.0367,0.3705,1.1174,-0.3765,,0.0132,0.2057,0.3912,0.0201
1955,0.1831,0.4799,1.2268,-0.267,,1.69E-03,0.1765,0.362,-9.12E-03
1956,-0.3959,-0.1923,0.5546,-0.9392,,-0.0119,0.1438,0.3294,-0.0418
1957,0.0105,-0.0829,0.664,-0.8298,,-0.025,0.1117,0.2973,-0.0739
1958,-0.2264,-4.71E-03,0.7422,-0.7516,,-0.0375,0.082,0.2676,-0.1035
1959,0.0931,0.0422,0.7891,-0.7047,,-0.0499,0.0548,0.2403,-0.1308
1960,-0.02,0.0422,0.7891,-0.7047,,-0.0633,0.029,0.2146,-0.1566
1961,0.1171,0.1672,0.9142,-0.5797,,-0.0786,3.58E-03,0.1892,-0.182
1962,-0.0945,-0.036,0.7109,-0.7829,,-0.0956,-0.0223,0.1633,-0.2079
1963,-0.0714,0.0578,0.8047,-0.6891,,-0.1128,-0.0483,0.1372,-0.2339
1964,-0.2136,-0.0985,0.6484,-0.8454,,-0.1282,-0.074,0.1116,-0.2596
1965,-0.415,-0.2079,0.539,-0.9549,,-0.14,-0.098,0.0876,-0.2835
1966,-0.0789,-0.0203,0.7266,-0.7673,,-0.1469,-0.1192,0.0663,-0.3048
1967,0.1221,-4.71E-03,0.7422,-0.7516,,-0.1498,-0.1373,0.0482,-0.3229
1968,-0.3013,-0.3017,0.4452,-1.0487,,-0.1488,-0.1511,0.0345,-0.3367
1969,-0.3848,-0.2705,0.4765,-1.0174,,-0.1428,-0.1586,0.027,-0.3441
1970,-0.117,-0.0985,0.6484,-0.8454,,-0.1313,-0.1588,0.0268,-0.3444
1971,-0.1188,-0.2392,0.5077,-0.9861,,-0.1156,-0.1517,0.0339,-0.3373
1972,-0.2422,-0.3799,0.367,-1.1268,,-0.0976,-0.137,0.0485,-0.3226
1973,0.1614,-4.71E-03,0.7422,-0.7516,,-0.0792,-0.1155,0.07,-0.3011
1974,-0.0689,0.0578,0.8047,-0.6891,,-0.0628,-0.0894,0.0962,-0.275
1975,0.2961,-0.161,0.5859,-0.908,,-0.0496,-0.0604,0.1252,-0.2459
1976,-0.1533,-0.0985,0.6484,-0.8454,,-0.0399,-0.0291,0.1565,-0.2146
1977,0.2471,0.136,0.8829,-0.6109,,-0.032,3.29E-03,0.1889,-0.1823
1978,-0.5172,-0.1298,0.6171,-0.8767,,-0.0238,0.035,0.2206,-0.1505
1979,-0.0427,0.2141,0.9611,-0.5328,,-0.0123,0.0651,0.2506,-0.1205
1980,9.16E-04,0.3079,1.0549,-0.439,,2.47E-03,0.0916,0.2772,-0.094
1981,0.3209,0.0109,0.7578,-0.736,,0.0196,0.1139,0.2995,-0.0717
1982,-0.1214,0.1516,0.8985,-0.5953,,0.0386,0.1328,0.3184,-0.0527
1983,0.0237,0.1047,0.8516,-0.6422,,0.0608,0.1488,0.3344,-0.0368
1984,0.2757,0.136,0.8829,-0.6109,,0.0866,0.1622,0.3478,-0.0234
1985,-0.1631,0.2454,0.9923,-0.5015,,0.1166,0.1731,0.3587,-0.0124
1986,-0.016,0.2298,0.9767,-0.5171,,0.1518,0.1815,0.3671,-4.04E-03
1987,-0.1023,-0.0985,0.6484,-0.8454,,0.1915,0.1879,0.3734,2.28E-03
1988,0.5488,0.3548,1.1018,-0.3921,,0.2332,0.1925,0.3781,6.95E-03
1989,0.5005,0.501,1.2608,-0.2589,,0.2725,0.1944,0.3844,4.48E-03
1990,0.6082,0.2549,1.1104,-0.6007,,0.3069,0.1936,0.4175,-0.0303
1991,0.7487,0.0574,0.9219,-0.8071,,0.3366,0.1923,0.4186,-0.0339
1992,-0.176,-0.0841,0.7804,-0.9486,,0.3647,0.1937,0.4199,-0.0326
1993,0.0784,0.1645,1.0398,-0.7109,,0.3964,0.1994,0.4317,-0.0329
1994,0.4889,0.5897,1.4787,-0.2993,,0.4339,0.2092,0.4435,-0.025
1995,0.5948,0.062,0.9754,-0.8513,,0.4762,0.2228,0.4618,-0.0162
1996,0.2167,-0.0301,0.9089,-0.9692,,0.5225,0.2419,0.4894,-5.55E-03
1997,0.5163,0.2408,1.1799,-0.6982,,0.5725,0.2675,0.515,0.0201
1998,0.9611,0.4538,1.3928,-0.4853,,0.6237,0.2985,0.5459,0.051
1999,0.5752,0.2619,1.2007,-0.677,,0.6735,0.3333,0.5807,0.0859
2000,0.6876,0.4872,1.4261,-0.4516,,0.7213,0.3713,0.6187,0.1239
2001,1.0271,0.102,1.0536,-0.8496,,0.7661,0.4118,0.6626,0.161
2002,0.7353,0.3621,1.3209,-0.5968,,0.8071,0.4543,0.7036,0.2051
2003,0.9968,0.8924,1.9026,-0.1178,,0.8451,0.4963,0.7644,0.2283
2004,0.5059,0.5868,1.6286,-0.455,,0.881,0.5349,0.8094,0.2603
2005,0.9921,0.7201,1.8299,-0.3896,,0.916,0.5695,0.8599,0.279
2006,1.0678,0.4598,1.6872,-0.7676,,0.9491,0.6008,0.9157,0.286
2007,1.1377,0.4953,1.7719,-0.7814,,0.9796,0.6306,0.9498,0.3115
2008,0.9027,0.4516,1.7639,-0.8608,,1.0078,0.6595,0.9897,0.3294
2009,0.5112,0.5434,1.8557,-0.7689,,1.0352,0.6868,1.017,0.3566
2010,1.3443,0.9108,2.2232,-0.4015,,1.0618,0.7099,1.04,0.3797
2011,1.0157,1.2588,3.0451,-0.5274,,1.0846,0.7253,1.5581,-0.1076
2012,1.4992,,,,,1.1015,,,
2013,1.1295,,,,,1.1111,,,
2014,1.1004,,,,,1.1144,,,
